lead_id,title,source_url,apparent_type,visibility_hint,metric_signal,preliminary_status,source_checked_at,notes
TVL-0108,Drop's Opening Range Breakout (ORB),https://www.tradingview.com/script/7SSRGEbI-Drop-s-Opening-Range-Breakout-ORB/,strategy,open_source,Opening range breakout with quant risk filters,raw_lead,2026-07-03,Open-source ORB strategy.
TVL-0109,Super 8 - 30M BTC,https://www.tradingview.com/script/zFPZofwt/,strategy,open_source,BTC 30m automatic strategy with multiple indicators,raw_lead,2026-07-03,Open-source BTC strategy.
TVL-0110,Futures Trading Hours RSI Strategy,https://www.tradingview.com/script/WyGw2DeT-Futures-Trading-Hours-RSI-Strategy/,strategy,open_source,RSI strategy constrained to futures sessions,raw_lead,2026-07-03,Open-source futures strategy.
TVL-0111,Real Strength Scalper,https://www.tradingview.com/script/iCRFM0LS/,strategy,open_source,Composite-momentum scalper with regime exits,support_only,2026-07-03,Educational open-source strategy; likely needs sample-size caution.
TVL-0112,ORB Strategy [LuciTech],https://www.tradingview.com/script/10yYqaY7-ORB-Strategy-LuciTech/,strategy,open_source,ORB breakout with volume context,raw_lead,2026-07-03,Open-source ORB strategy.
TVL-0113,Tailwind.(BTC),https://www.tradingview.com/script/bXY8Rfa3/,strategy,open_source,BTC grid/step strategy,raw_lead,2026-07-03,Open-source BTC strategy.
TVL-0114,SPXL Futures Strategy,https://www.tradingview.com/script/vd7kYGxY-SPXL-Futures-Strategy/,strategy,open_source,Futures strategy with public source code,raw_lead,2026-07-03,Open-source strategy page.
TVL-0115,Ultimate Scalping Strategy v2,https://www.tradingview.com/script/n45dOuob-Ultimate-Scalping-Strategy-v2/,strategy,open_source,General scalping logic for intraday markets,support_only,2026-07-03,Open-source; scalping strategy candidate.
TVL-0116,Quantcrawler ORB Strategy with Adaptive Risk and Session Levels,https://www.tradingview.com/script/LNECVcuq-Quantcrawler-ORB-Strategy-with-Adaptive-Risk-and-Session-Levels/,strategy,open_or_public,Adaptive ORB risk and multi-session levels,raw_lead,2026-07-03,Public ORB strategy page.
TVL-0117,Bitcoin Momentum Strategy,https://www.tradingview.com/script/Tce7SnL7-Bitcoin-Momentum-Strategy/,strategy,open_source,Long-only Bitcoin momentum system,raw_lead,2026-07-03,Open-source BTC strategy.
TVL-0118,Ultimate Futures Daytrade Suite v1 - The Strategy Guide,https://www.tradingview.com/script/lhObyTrH/,strategy,open_source,Futures daytrade suite / strategy guide,support_only,2026-07-03,"Open-source, but the page title reads like a guide; manual verification needed."
TVL-0119,Scalping Strategy By TradingConToto,https://www.tradingview.com/script/6VzzunaT/,strategy,open_source,General scalping setup,raw_lead,2026-07-03,Open-source strategy page.
TVL-0120,8AM ORB Master Strategy,https://www.tradingview.com/script/HOiXNOCL-8AM-ORB-Master-Strategy/,strategy,open_source,ORB variant focused on 8AM session,raw_lead,2026-07-03,Open-source ORB strategy.
TVL-0121,BTC and ETH Long strategy - version 1,https://www.tradingview.com/script/BTzQGau9-BTC-and-ETH-Long-strategy-version-1/,strategy,open_source,Long-only crypto strategy,raw_lead,2026-07-03,Open-source BTC/ETH strategy.
TVL-0122,IBS (Internal Bar Strength) Trading Strategy for SPY and NDQ,https://www.tradingview.com/script/C6uAEwxB-IBS-Internal-Bar-Strength-Trading-Strategy-for-SPY-and-NDQ/,strategy,open_source,Daily IBS reversal logic for SPY/QQQ,raw_lead,2026-07-03,Open-source IBS strategy.
TVL-0123,[SHORT ONLY] Internal Bar Strength (IBS) Mean Reversion Strategy,https://www.tradingview.com/script/Ay41FF7e-SHORT-ONLY-Internal-Bar-Strength-IBS-Mean-Reversion-Strategy/,strategy,open_or_public,Short-only daily IBS mean reversion,raw_lead,2026-07-03,Public strategy page; short-only mean reversion.
TVL-0124,Crazy IBS,https://www.tradingview.com/script/GIPLlMPS-Crazy-IBS/,strategy,open_or_public,IBS mean reversion on NQ/VXX,raw_lead,2026-07-03,Public strategy page; likely a useful IBS candidate.
TVL-0125,Internal Bar Strength (IBS) Strategy,https://www.tradingview.com/script/I3PUR2GA-Internal-Bar-Strength-IBS-Strategy/,strategy,open_or_public,Daily IBS oversold/overbought reversal,raw_lead,2026-07-03,Public strategy page.
TVL-0126,Mean Reversion Pro Strategy [tradeviZion],https://www.tradingview.com/script/zt9TPsTS-Mean-Reversion-Pro-Strategy-tradeviZion/,strategy,open_source,Daily mean reversion system,raw_lead,2026-07-03,Open-source strategy page.
TVL-0127,Best-Trading v1,https://www.tradingview.com/script/4PSAUgUK-Best-Trading-v1/,strategy,open_source,Generic public strategy page; likely trend-based,support_only,2026-07-03,Open-source but broad branding; manual verification needed.
TVL-0128,Trend Pulse Channel Strategy,https://www.tradingview.com/script/vJc6IOTz-Trend-Pulse-Channel-Strategy/,strategy,open_source,Channel-based trend strategy,raw_lead,2026-07-03,Open-source strategy page.
TVL-0129,OmniTrend ATR Scalper,https://www.tradingview.com/script/9jReGRC4-omnitrend-atr-scalper/,strategy,open_source,ATR scalping with trend-following bias,raw_lead,2026-07-03,Open-source scalper strategy.
TVL-0130,Luminous Mean Reversion Channels [Pineify],https://www.tradingview.com/script/37ufcFK9-Luminous-Mean-Reversion-Channels-Pineify/,strategy,open_source,Mean-reversion channels; public strategy page,support_only,2026-07-03,Need to confirm standalone strategy behavior from page.
TVL-0131,Options Scalper v2 - SPY/QQQ,https://www.tradingview.com/script/y1TGXhye-Options-Scalper-v2-SPY-QQQ/,strategy,open_source,Options scalping for SPY/QQQ,raw_lead,2026-07-03,Open-source strategy page.
TVL-0132,Mean Reversion Strategy v2 [KL],https://www.tradingview.com/script/EDkimR4l-Mean-Reversion-Strategy-v2-KL/,strategy,open_source,Mean reversion with entry conditions,raw_lead,2026-07-03,Open-source strategy page.
TVL-0133,Open Range Breakout Strategy With Multi TakeProfit,https://www.tradingview.com/script/Tr0vgxkq-Open-Range-Breakout-Strategy-With-Multi-TakeProfit/,strategy,open_source,ORB with multi take-profit management,raw_lead,2026-07-03,Open-source ORB strategy.
TVL-0134,Strategy for The Bitcoin Buy/Sell Indicator,https://www.tradingview.com/script/oiVFpfAo-Strategy-for-The-Bitcoin-Buy-Sell-Indicator/,strategy,open_or_public,Bitcoin buy/sell strategy overlay,support_only,2026-07-03,Public strategy page; needs manual validation of standalone logic.
TVL-0135,Master Trend Strategy v1.0,https://www.tradingview.com/script/ewZ8T4K3/,strategy,open_source,Precision trend-following system,raw_lead,2026-07-03,Open-source strategy page.
TVL-0136,PivotPulse Scalper [BullByte],https://www.tradingview.com/script/7ANyQopX-PivotPulse-Scalper-BullByte/,strategy,open_source,Pivot-based scalping strategy for Bitcoin intraday,raw_lead,2026-07-03,Open-source strategy page; replaces duplicate URL.
TVL-0137,Big Daddy Max ORB Strategy,https://www.tradingview.com/script/2uttfmSo-Big-Daddy-Max-ORB-Strategy/,strategy,open_source,ORB strategy with open-source page,raw_lead,2026-07-03,Open-source ORB strategy.
TVL-0138,Futures Calendar Spread Mean Reversion Strategy,https://www.tradingview.com/script/gOVkTn1t-Futures-Calendar-Spread-Mean-Reversion-Strategy/,strategy,open_source,Futures calendar spread mean reversion,raw_lead,2026-07-03,Open-source futures strategy.
TVL-0139,Easy Trade Pro [Buy and Sell Strategy + Backtesting System],https://www.tradingview.com/script/aZ0BPPUc-Easy-Trade-Pro-Buy-and-Sell-Strategy-Backtesting-System/,strategy,open_or_public,commission/slippage/backtesting context,support_only,2026-07-03,Search snippet mentions commission structure and slippage for EUR/USD backtest.
TVL-0140,Multi-Band Comparison Strategy (CRYPTO),https://www.tradingview.com/script/bq0ELG1b-Multi-Band-Comparison-Strategy-CRYPTO/,strategy,open_or_public,"slippage, commission, modest position sizing",raw_lead,2026-07-03,Strategy report and Source code visible in snippet.
TVL-0141,Plutus - Strategy,https://www.tradingview.com/script/2CjaKzha-Plutus-Strategy/,strategy,open_or_public,"net pnl, commission deducted from gross",raw_lead,2026-07-03,Snippet mentions backtest PnL and commission deduction.
TVL-0142,Backtesting System,https://www.tradingview.com/script/GRTkk75x-Backtesting-System/,strategy,open_or_public,backtest utility / strategy system,support_only,2026-07-03,Open-source backtesting system; more template-like than standalone strategy.
TVL-0143,Strategy BackTest Display Statistics - TraderHalai,https://www.tradingview.com/script/mGF7bMPS-Strategy-BackTest-Display-Statistics-TraderHalai/,indicator,open_or_public,strategy statistics display,metadata_only,2026-07-03,"Chart display helper for strategy statistics, not a standalone strategy."
TVL-0144,Backtest any Indicator v5,https://www.tradingview.com/script/5pPxIL4o-Backtest-any-Indicator-v5/,indicator,open_or_public,"take profit, stop loss, fees, all trades table",support_only,2026-07-03,Indicator backtest wrapper; relevant but not a strategy page.
TVL-0145,Backtest - Strategy Builder [AlgoAlpha],https://www.tradingview.com/script/10xpFEkm-Backtest-Strategy-Builder-AlgoAlpha/,strategy,open_or_public,"Sharpe, Sortino, profit factor, drawdown, win rate",support_only,2026-07-03,"Strategy builder and backtest engine, broader than one fixed strategy."
TVL-0146,Strategy Comparator — Indicator by CryptoStatistical,https://www.tradingview.com/script/4Dn1ujK3-Strategy-Comparator/,indicator,open_or_public,"profit factor, max drawdown, win rate, Calmar",metadata_only,2026-07-03,Indicator computes backtesting metrics internally; not a strategy() script.
TVL-0147,Backtest Template [Backtest Terminal] — Strategy by BacktestTerminal,https://www.tradingview.com/script/KQpraXem-Backtest-Template-Backtest-Terminal/,strategy,open_or_public,open-source strategy framework,support_only,2026-07-03,Template framework for user logic rather than a fixed strategy.
TVL-0148,TASC 2026.06 One Percent A Week - Adaptive,https://www.tradingview.com/script/CSGmHoik-TASC-2026-06-One-Percent-A-Week-Adaptive/,strategy,open_or_public,"commission, slippage, sizing",raw_lead,2026-07-03,Strategy report and Source code visible in snippet.
TVL-0149,FTSMA - Trend is your frend,https://www.tradingview.com/script/wffJotUo-FTSMA-Trend-is-your-frend/,strategy,open_or_public,"profit, profit factor, drawdown guidance",raw_lead,2026-07-03,Older strategy page explicitly references Strategy Tester settings.
TVL-0150,Open Close Cross Strategy R5 revised by JustUncleL,https://www.tradingview.com/script/vObmEraY-Open-Close-Cross-Strategy-R5-revised-by-JustUncleL/,strategy,open_or_public,open public release,raw_lead,2026-07-03,Historical open-public strategy page with Source code.
TVL-0151,Concordance Allocation Strategy [JOAT],https://www.tradingview.com/script/BXDmlQdj-Concordance-Allocation-Strategy-JOAT/,strategy,open_or_public,"strategy report, source code",raw_lead,2026-07-03,Open-source strategy page with report and source code.
TVL-0152,Strategy Builder by Bmaloney,https://www.tradingview.com/script/s9PPiQef-Strategy-Builder/,strategy,open_or_public,visual multi-condition strategy building,support_only,2026-07-03,Prototype builder rather than a fixed raw strategy.
TVL-0153,Day Trading Strategy (With Risk Management),https://www.tradingview.com/script/JKPBOOqR-Day-Trading-Strategy-With-Risk-Management/,strategy,open_or_public,"strategy report, source code",raw_lead,2026-07-03,"Strategy page, likely one of the stronger direct leads."
TVL-0154,RSI Mean Reversion,https://www.tradingview.com/script/JFIZkwZR-RSI-Mean-Reversion/,strategy,open_or_public,classic mean reversion strategy,raw_lead,2026-07-03,Strategy report and source code visible.
TVL-0155,Strategy Code Example - Risk Management,https://www.tradingview.com/script/zgn9pUcQ-Strategy-Code-Example-Risk-Management/,strategy,open_or_public,risk management example,support_only,2026-07-03,Code example rather than a trade thesis.
TVL-0156,Trend Following Breakout,https://www.tradingview.com/script/vOfNuQ8n-Trend-Following-Breakout/,strategy,open_or_public,entry and exit parameter tuning,raw_lead,2026-07-03,Strategy page with source code and backtesting context.
TVL-0157,Fractional Accumulation Distribution Strategy,https://www.tradingview.com/script/3GDEGYeu-Fractional-Accumulation-Distribution-Strategy/,strategy,open_or_public,"commission 0.1%, slippage 5 ticks, backtesting",raw_lead,2026-07-03,Backtested with TradingView built-in strategy tester.
TVL-0158,Strategy Template,https://www.tradingview.com/script/ImCFrBhi-Strategy-Template/,strategy,open_or_public,stoploss/takeprofit/date range template,support_only,2026-07-03,"Template framework, useful but not a raw strategy case."
TVL-0159,Ultimate Strategy Template,https://www.tradingview.com/script/2lGyzYkC-Ultimate-Strategy-Template/,strategy,open_or_public,template for backtesting statistics,support_only,2026-07-03,Generic connector/template rather than a finished strategy.
TVL-0160,Closed Source Strategy Tester,https://www.tradingview.com/script/ov6cAQVy-Closed-Source-Strategy-Tester/,backtest_tool,open_or_public,tests closed-source indicators with buy/sell signals,reject_candidate,2026-07-03,"Tool for testing other indicators, not a raw strategy lead."
TVL-0161,TTv Strategy v0.2,https://www.tradingview.com/script/qlxW58KC-TTv-Strategy-v0-2/,strategy,open_or_public,TensorTrader-compatible strategy adaptation,raw_lead,2026-07-03,Strategy report and source code visible.
TVL-0162,QuantBuilder | Fractalyst,https://www.tradingview.com/script/vuSGeG93-QuantBuilder-Fractalyst/,strategy,open_or_public,"profit factor, maxDD definitions",support_only,2026-07-03,Strategy builder and explanatory framework.
TVL-0163,RSI Trend Following Strategy by Skyrexio,https://www.tradingview.com/script/mwyj1IWU-RSI-Trend-Following-Strategy/,strategy,open_or_public,"strategy report, source code",raw_lead,2026-07-03,Open-source strategy page.
TVL-0164,Strategy Builder Pro [ChartPrime],https://www.tradingview.com/script/PYX2notY-Strategy-Builder-Pro-ChartPrime/,strategy,open_or_public,testing complex strategies with many parameters,support_only,2026-07-03,"Builder/template page, not a fixed raw strategy."
TVL-0165,Quant Synthesis Strategy [JOAT],https://www.tradingview.com/script/vxQ5o39J-Quant-Synthesis-Strategy-JOAT/,strategy,open_or_public,"slippage, commission assumptions, research framework",raw_lead,2026-07-03,Open-source research strategy with explicit assumptions.
TVL-0166,Backtesting Module,https://www.tradingview.com/script/uLY2TQdm/,strategy,open_or_public,backtest report using entry and exit variables,support_only,2026-07-03,"Generic module/template, not a raw strategy case."
TVL-0167,Prop-Firm Ready 2% Drawdown Double-Digit PF 72% Accuracy,https://www.tradingview.com/script/5hxC6cPG-Prop-Firm-Ready-2-Drawdown-Double-Digit-PF-72-Accuracy/,strategy,open_or_public,"drawdown, profit factor, accuracy",raw_lead,2026-07-03,Lead-style page with strong metric framing.
TVL-0168,STRATEGY TESTER ENGINE - ON CHART DISPLAY,https://www.tradingview.com/script/fKIMrSVd-STRATEGY-TESTER-ENGINE-ON-CHART-DISPLAY-PLUG-PLAY/,indicator,open_or_public,profit factor and max drawdown explanation,support_only,2026-07-03,"Backtest display engine, not a standalone strategy."
TVL-0169,Smart Trend Strategy | julzALGO,https://www.tradingview.com/script/Sg2qyDDe-Smart-Trend-Strategy-julzALGO/,strategy,open_or_public,"source code, BOS/CHoCH logic",raw_lead,2026-07-03,Trend-following strategy with explicit structure confirmation.
TVL-0170,RiskCraft - Advanced Risk Management System,https://www.tradingview.com/script/0Pm7zOCL-RiskCraft-Advanced-Risk-Management-System/,indicator,open_or_public,risk dashboard / trade history disabled,reject_candidate,2026-07-03,Indicator mode only; no automated entries or exits.
TVL-0171,Trend Following Long Only Strategy,https://www.tradingview.com/script/EEn8pjzB-Trend-Following-Long-Only-Strategy/,strategy,open_or_public,open-source strategy report,raw_lead,2026-07-03,Open-source strategy page; replaces the earlier duplicate URL.
TVL-0172,Multi-Indicator Trend-Following Strategy 1-minute Gold strategy,https://www.tradingview.com/script/bWd18OCU-Multi-Indicator-Trend-Following-Strategy-1-minute-Gold-strategy/,strategy,open_or_public,open-source strategy report,raw_lead,2026-07-03,Gold-specific trend-following strategy page.
TVL-0173,"Smart Trader, Final Episode, AI-Assisting Geometric Strategy",https://www.tradingview.com/script/7VaVDKeE-Smart-Trader-Final-Episode-AI-Assisting-Geometric-Strategy/,strategy,open_or_public,"profit factor 0.658, max drawdown 30.70%",raw_lead,2026-07-03,Search snippet exposes explicit backtest metrics.
TVL-0174,Triaxial Consensus Strategy by AetherEdge,https://www.tradingview.com/script/DZ81TJie/,strategy,open_or_public,"commission/slippage context, drawdown protection",raw_lead,2026-07-03,Strategy page with explicit backtest caveats.
TVL-0175,Flux Charts - SFX Automation,https://www.tradingview.com/script/GjcM6I3h-Flux-Charts-SFX-Automation/,strategy,open_or_public,profit factor in backtest,raw_lead,2026-07-03,Strategy builder page with explicit PF mention.
TVL-0176,Risk Management Engine | Anonycryptous,https://www.tradingview.com/script/ofFha2Mp-Risk-Management-Engine-Anonycryptous/,indicator,open_or_public,"entry, stop-loss, targets, max contracts",metadata_only,2026-07-03,Indicator assistance only; no automated strategy execution.
TVL-0177,ENA Grid Bot - Long Strategy,https://www.tradingview.com/script/RnrrRYP6-3Commas-ENA-Grid-Bot-Long-Strategy/,strategy,public; 3Commas account; visible strategy results,"1,875 closed trades; PF 1.067; max DD 23.52%; net +11.21%",support_only,2026-07-03,High drawdown and thin PF.
TVL-0178,[3Commas] XLM Grid Bot - Long Strategy,https://www.tradingview.com/script/9ht1ea8N-3Commas-XLM-Grid-Bot-Long-Strategy/,strategy,public; 3Commas account; visible strategy results,"1,076 closed trades; PF 1.932; max DD not shown in snippet",raw_lead,2026-07-03,Large-sample grid candidate.
TVL-0179,[3Commas] Turtle Strategy,https://www.tradingview.com/script/9qFCuXqF-3Commas-Turtle-Strategy/,strategy,public; visible strategy results; 3Commas webhook compatible,281 closed trades; PF 1.704; max DD 0.95%; net +5.17%,raw_lead,2026-07-03,Long/short strategy with visible results and 3Commas compatibility.
TVL-0180,CK INDEX Strategy Open-source code Free No Cost,https://www.tradingview.com/script/SPVEenBF/,strategy,open_source,Strategy report and source code visible in search result,raw_lead,2026-07-03,Needs manual Strategy Report metrics and source review.
TVL-0181,AI-JX Strategy,https://www.tradingview.com/script/qlxR6F5n/,strategy,public,Pine Script v6 strategy system; metrics not captured in snippet,raw_lead,2026-07-03,Needs manual metrics and parameter extraction.
TVL-0182,New Rate PREMIUM v2,https://es.tradingview.com/script/WJ9TLXeH/,strategy,public,Commission and slippage context visible,raw_lead,2026-07-03,Backtest settings mentioned; needs Strategy Report verification.
TVL-0183,MACD Crossover Strategy Long Short,https://www.tradingview.com/script/EmvVsgot/,strategy,public,Pine Script v6 configurable MACD strategy,raw_lead,2026-07-03,Needs PF drawdown trades and parameter capture.
TVL-0184,DIY Custom Strategy Builder ZP v1,https://www.tradingview.com/script/8z6wbyw5/,strategy,public,Strategy report and source code visible; win-rate claim in snippet,support_only,2026-07-03,Builder-like strategy; needs proof before accepted.
TVL-0185,PowerZone Trading Strategy,https://www.tradingview.com/script/k1kajVWb-PowerZone-Trading-Strategy/,strategy,public,Automated strategy with take-profit and stop-loss logic,raw_lead,2026-07-03,Needs report metrics and parameters.
TVL-0186,Surgical Sweep Original Restored,https://www.tradingview.com/script/25Ffpyo0-Surgical-Sweep-Original-Restored/,strategy,public,Pine Script v6 strategy; 30m timeframe mentioned,raw_lead,2026-07-03,Needs PF drawdown and sample-size review.
TVL-0187,Hash Momentum Strategy,https://www.tradingview.com/script/L6VNlhiV-Hash-Momentum-Strategy/,strategy,public,Expected PF 1.5-2.0 and max drawdown 10-20 percent in snippet,support_only,2026-07-03,Expectation language; needs real Strategy Report.
TVL-0188,GetTrendStrategy,https://www.tradingview.com/script/PHnPTxTd-gettrendstrategy/,strategy,open_source,Open-source script visibility in search result,raw_lead,2026-07-03,Needs metrics and parameter extraction.
TVL-0189,Confluence Engine Strategy JOAT,https://www.tradingview.com/script/4W7XgwiP-Confluence-Engine-Strategy-JOAT/,strategy,open_source,Open-source confluence score strategy,raw_lead,2026-07-03,Needs Strategy Report verification.
TVL-0190,4-Hour Range Scalping v6.3,https://www.tradingview.com/script/EDQT7MVl-4-Hour-Range-Scalping-v6-3/,strategy,public,5m chart setup instructions visible,raw_lead,2026-07-03,Needs metrics and settings review.
TVL-0191,15 Min ORB Real Version MNQ,https://www.tradingview.com/script/6HYQYnFl-15-Min-ORB-Real-Version-MNQ/,strategy,open_source,ORB entry logic and source visibility visible,raw_lead,2026-07-03,Needs Strategy Report metrics and cost assumptions.
TVL-0192,EXODUS,https://www.tradingview.com/script/58nl19i4-EXODUS/,strategy,public,Profit factor 2.143 appears in discussion snippet,support_only,2026-07-03,Metric came from discussion snippet; needs official report capture.
TVL-0193,Concordance Execution Model JOAT,https://www.tradingview.com/script/zpKLbjA0-Concordance-Execution-Model-JOAT/,strategy,open_source,Open-source JOAT execution strategy,raw_lead,2026-07-03,Needs PF drawdown trades and settings.
TVL-0194,FlexiSuperTrend Strategy presentTrading,https://www.tradingview.com/script/y9noW915-FlexiSuperTrend-Strategy-presentTrading/,strategy,open_source,presentTrading SuperTrend strategy,raw_lead,2026-07-03,Needs Strategy Report verification.
TVL-0195,VIDYA ProTrend Multi-Tier Profit,https://www.tradingview.com/script/hEiX3kCj-VIDYA-ProTrend-Multi-Tier-Profit/,strategy,open_source,Open-source presentTrading strategy,raw_lead,2026-07-03,Needs parameters and backtest metrics.
TVL-0196,Multi-Step FlexiSuperTrend Strategy presentTrading,https://www.tradingview.com/script/FxxdXitn-Multi-Step-FlexiSuperTrend-Strategy-presentTrading/,strategy,open_source,Multi-step take-profit strategy,raw_lead,2026-07-03,Needs costs and report metrics.
TVL-0197,Charter Execution Model JOAT,https://www.tradingview.com/script/diGzWjrX-Charter-Execution-Model-JOAT/,strategy,open_source,Open-source JOAT strategy,raw_lead,2026-07-03,Needs Strategy Report verification.
TVL-0198,Parallax Covenant Strategy JOAT,https://www.tradingview.com/script/pjUZ1vMs-Parallax-Covenant-Strategy-JOAT/,strategy,open_source,Open-source non-repainting strategy framework,raw_lead,2026-07-03,Needs metrics and parameter review.
TVL-0199,Sovereign Execution JOAT,https://www.tradingview.com/script/hVJ4WG1v-Sovereign-Execution-JOAT/,strategy,open_source,Open-source JOAT execution strategy,raw_lead,2026-07-03,Needs PF drawdown trades and report capture.
TVL-0200,JOAT Institutional Convergence,https://www.tradingview.com/script/jn1rXKpM-JOAT-Institutional-Convergence-JOAT/,strategy,open_source,Open-source JOAT strategy,raw_lead,2026-07-03,Needs Strategy Report verification.
