expert_id,rank,name_zh,name_en,country_region,years,role,category,category_zh,category_en,total_score,concepts_zh,concepts_en,research_focus_zh,research_focus_en,representative_materials_zh,representative_materials_en,bilingual_research_summary_zh,bilingual_research_summary_en,material_count,source_count,high_evidence_count,book_count,paper_article_count,evidence_profile_zh,evidence_profile_en,authority_tier_zh,authority_tier_en,winning_concepts_zh,winning_concepts_en,winning_concept_count,winner_role_count,strong_candidate_count,important_complement_count,best_use_case_zh,best_use_case_en,integrated_note_zh,integrated_note_en
brian-shannon,52,布萊恩・香農,Brian Shannon,United States,1967-,CMT、交易者、作家,author_practitioner,作者兼實戰交易者,Author-practitioner,20,VWAP / Anchored VWAP（Anchored VWAP 推廣者）；價格行為（多週期分析）；支撐阻力（市場結構）,VWAP / Anchored VWAP (Anchored VWAP promoter); Price Action (multi-timeframe analysis); Support and Resistance (market structure),量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力,"price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance",《多時間框架技術分析》（2008）；《用 Anchored VWAP 提高交易收益》（2023）；參考來源：https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,Technical Analysis Using Multiple Timeframes (2008); Maximum Trading Gains with Anchored VWAP (2023); Reference source: https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,布萊恩・香農（Brian Shannon）定位為作者兼實戰交易者。研究/貢獻重點集中在VWAP / Anchored VWAP（Anchored VWAP 推廣者）；價格行為（多週期分析）；支撐阻力（市場結構）。代表資料包括《多時間框架技術分析》（2008）；《用 Anchored VWAP 提高交易收益》（2023）；參考來源：https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ。可用於量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力。,"Brian Shannon (布萊恩・香農) is classified as a Author-practitioner. The research/contribution focus is VWAP / Anchored VWAP (Anchored VWAP promoter); Price Action (multi-timeframe analysis); Support and Resistance (market structure). Representative materials include Technical Analysis Using Multiple Timeframes (2008); Maximum Trading Gains with Anchored VWAP (2023); Reference source: https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ. The work is useful for price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance.",3,2,2,2,0,3 筆研究材料；2 個不同來源；2 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 2 high-evidence records; 2 book records; 0 paper/article records.,專題權威,Specialized authority,VWAP / Anchored VWAP,VWAP / Anchored VWAP,1,1,0,0,優先用於：量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力。,"Best used for: price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance.",布萊恩・香農在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Brian Shannon is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
linda-bradford-raschke,53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,United States,1959-,交易者、作家,practitioner_author,實戰交易者兼作者,Practitioner-author,21,價格行為（短線交易）；開盤區間突破（短線策略）；交易系統（高勝率策略）,Price Action (short-term trading); Opening Range Breakout (short-term strategies); Trading Systems (high-probability strategies),圖表型態、價格結構與支撐阻力；突破、波動擴張與開盤區間交易；系統交易、規則設計與回測流程,"chart patterns, price structure, and support/resistance; breakouts, volatility expansion, and opening-range trading; systematic trading, rule design, and backtesting",《街頭智慧交易策略》（1996）；參考來源：https://lindaraschke.net/recommended-reading/；參考來源：https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,Street Smarts (1996); Reference source: https://lindaraschke.net/recommended-reading/; Reference source: https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,琳達・布拉德福德・拉什克（Linda Bradford Raschke）定位為實戰交易者兼作者。研究/貢獻重點集中在價格行為（短線交易）；開盤區間突破（短線策略）；交易系統（高勝率策略）。代表資料包括《街頭智慧交易策略》（1996）；參考來源：https://lindaraschke.net/recommended-reading/；參考來源：https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109。可用於圖表型態、價格結構與支撐阻力；突破、波動擴張與開盤區間交易；系統交易、規則設計與回測流程。,"Linda Bradford Raschke (琳達・布拉德福德・拉什克) is classified as a Practitioner-author. The research/contribution focus is Price Action (short-term trading); Opening Range Breakout (short-term strategies); Trading Systems (high-probability strategies). Representative materials include Street Smarts (1996); Reference source: https://lindaraschke.net/recommended-reading/; Reference source: https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109. The work is useful for chart patterns, price structure, and support/resistance; breakouts, volatility expansion, and opening-range trading; systematic trading, rule design, and backtesting.",3,2,1,1,0,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,,,0,0,0,0,優先用於：圖表型態、價格結構與支撐阻力；突破、波動擴張與開盤區間交易；系統交易、規則設計與回測流程。,"Best used for: chart patterns, price structure, and support/resistance; breakouts, volatility expansion, and opening-range trading; systematic trading, rule design, and backtesting.",琳達・布拉德福德・拉什克在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Linda Bradford Raschke is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
laurence-a-connors,54,拉倫斯・康納斯,Laurence A. Connors,United States,,短線策略研究者、作家,indicator_creator,技術指標創作者,Indicator creator,22,Connors RSI（創始者）；RSI 相對強弱指數（短線改良）；交易系統（短線均值回歸）,ConnorsRSI (creator); Relative Strength Index (short-term modification); Trading Systems (short-term mean reversion),動量、超買超賣、背離與趨勢強弱；系統交易、規則設計與回測流程,"momentum, overbought/oversold conditions, divergence, and trend strength; systematic trading, rule design, and backtesting",《街頭智慧交易策略》（1996）；《有效的短線交易策略》（2008）；原文題名：ConnorsRSI（2012）,Street Smarts (1996); Short Term Trading Strategies That Work (2008); ConnorsRSI (2012),拉倫斯・康納斯（Laurence A. Connors）定位為技術指標創作者。研究/貢獻重點集中在Connors RSI（創始者）；RSI 相對強弱指數（短線改良）；交易系統（短線均值回歸）。代表資料包括《街頭智慧交易策略》（1996）；《有效的短線交易策略》（2008）；原文題名：ConnorsRSI（2012）。可用於動量、超買超賣、背離與趨勢強弱；系統交易、規則設計與回測流程。,"Laurence A. Connors (拉倫斯・康納斯) is classified as a Indicator creator. The research/contribution focus is ConnorsRSI (creator); Relative Strength Index (short-term modification); Trading Systems (short-term mean reversion). Representative materials include Street Smarts (1996); Short Term Trading Strategies That Work (2008); ConnorsRSI (2012). The work is useful for momentum, overbought/oversold conditions, divergence, and trend strength; systematic trading, rule design, and backtesting.",5,3,1,2,0,5 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,5 research materials; 3 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.,重要權威,Major authority,Connors RSI,ConnorsRSI,1,1,1,1,優先用於：動量、超買超賣、背離與趨勢強弱；系統交易、規則設計與回測流程。,"Best used for: momentum, overbought/oversold conditions, divergence, and trend strength; systematic trading, rule design, and backtesting.",拉倫斯・康納斯在完整資料庫中屬於重要權威，可從其代表材料與優勝指標交叉研究。,Laurence A. Connors is a Major authority in the complete database; study the representative materials together with the winning indicators.
andrew-cardwell,55,安德魯・卡德威爾,Andrew Cardwell,United States,,RSI 專家、交易教育者,indicator_specialist,指標專題專家,Indicator specialist,16,RSI 相對強弱指數（進階詮釋者）；動量（正/負反轉與區間規則）,Relative Strength Index (advanced interpreter); Momentum (positive/negative reversals and range rules),動量、超買超賣、背離與趨勢強弱,"momentum, overbought/oversold conditions, divergence, and trend strength",原文題名：Cardwell RSI Positive/Negative Reversals；參考來源：https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp；參考來源：https://www.linkedin.com/in/andrew-cardwell-b318099,Cardwell RSI Positive/Negative Reversals; Reference source: https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp; Reference source: https://www.linkedin.com/in/andrew-cardwell-b318099,安德魯・卡德威爾（Andrew Cardwell）定位為指標專題專家。研究/貢獻重點集中在RSI 相對強弱指數（進階詮釋者）；動量（正/負反轉與區間規則）。代表資料包括原文題名：Cardwell RSI Positive/Negative Reversals；參考來源：https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp；參考來源：https://www.linkedin.com/in/andrew-cardwell-b318099。可用於動量、超買超賣、背離與趨勢強弱。,"Andrew Cardwell (安德魯・卡德威爾) is classified as a Indicator specialist. The research/contribution focus is Relative Strength Index (advanced interpreter); Momentum (positive/negative reversals and range rules). Representative materials include Cardwell RSI Positive/Negative Reversals; Reference source: https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp; Reference source: https://www.linkedin.com/in/andrew-cardwell-b318099. The work is useful for momentum, overbought/oversold conditions, divergence, and trend strength.",3,2,0,0,0,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 0 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 0 book records; 0 paper/article records.,補充研究者,Complementary researcher,,,0,0,0,0,優先用於：動量、超買超賣、背離與趨勢強弱。,"Best used for: momentum, overbought/oversold conditions, divergence, and trend strength.",安德魯・卡德威爾在完整資料庫中屬於補充研究者，可從其代表材料與優勝指標交叉研究。,Andrew Cardwell is a Complementary researcher in the complete database; study the representative materials together with the winning indicators.
constance-brown,56,康斯坦絲・布朗,Constance Brown,United States,,CMT、技術分析作家,indicator_specialist,指標專題專家,Indicator specialist,20,RSI 相對強弱指數（進階詮釋者）；動量（Composite Index）；實證技術分析（指標組合）,Relative Strength Index (advanced interpreter); Momentum (Composite Index); Evidence-Based Technical Analysis (indicator combination),動量、超買超賣、背離與趨勢強弱；實證檢驗、規則驗證與資料探勘風險控制,"momentum, overbought/oversold conditions, divergence, and trend strength; empirical testing, rule validation, and data-mining control",《專業交易者技術分析》（1999）；參考來源：https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X；參考來源：https://www.barchart.com/education/technical-indicators/cmb-composite-index,Technical Analysis for the Trading Professional (1999); Reference source: https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X; Reference source: https://www.barchart.com/education/technical-indicators/cmb-composite-index,康斯坦絲・布朗（Constance Brown）定位為指標專題專家。研究/貢獻重點集中在RSI 相對強弱指數（進階詮釋者）；動量（Composite Index）；實證技術分析（指標組合）。代表資料包括《專業交易者技術分析》（1999）；參考來源：https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X；參考來源：https://www.barchart.com/education/technical-indicators/cmb-composite-index。可用於動量、超買超賣、背離與趨勢強弱；實證檢驗、規則驗證與資料探勘風險控制。,"Constance Brown (康斯坦絲・布朗) is classified as a Indicator specialist. The research/contribution focus is Relative Strength Index (advanced interpreter); Momentum (Composite Index); Evidence-Based Technical Analysis (indicator combination). Representative materials include Technical Analysis for the Trading Professional (1999); Reference source: https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X; Reference source: https://www.barchart.com/education/technical-indicators/cmb-composite-index. The work is useful for momentum, overbought/oversold conditions, divergence, and trend strength; empirical testing, rule validation, and data-mining control.",3,2,1,1,0,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,,,0,0,0,1,優先用於：動量、超買超賣、背離與趨勢強弱；實證檢驗、規則驗證與資料探勘風險控制。,"Best used for: momentum, overbought/oversold conditions, divergence, and trend strength; empirical testing, rule validation, and data-mining control.",康斯坦絲・布朗在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Constance Brown is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
john-f-ehlers,57,約翰・艾勒斯,John F. Ehlers,United States,,工程師、數位訊號處理指標作者,indicator_creator,技術指標創作者,Indicator creator,24,週期分析（DSP 週期分析）；Ehlers 濾波器（濾波器）；交易系統（自適應指標）,Cycle Analysis (DSP cycle analysis); Ehlers Filters (filters); Trading Systems (adaptive indicators),週期、時間窗口與市場節奏判讀；系統交易、規則設計與回測流程,"cycles, timing windows, and market rhythm; systematic trading, rule design, and backtesting",《交易者的火箭科學》（2001）；《股票與期貨控制論分析》（2004）；參考來源：https://www.mesasoftware.com/TechnicalArticles.htm,Rocket Science for Traders (2001); Cybernetic Analysis for Stocks and Futures (2004); Reference source: https://www.mesasoftware.com/TechnicalArticles.htm,約翰・艾勒斯（John F. Ehlers）定位為技術指標創作者。研究/貢獻重點集中在週期分析（DSP 週期分析）；Ehlers 濾波器（濾波器）；交易系統（自適應指標）。代表資料包括《交易者的火箭科學》（2001）；《股票與期貨控制論分析》（2004）；參考來源：https://www.mesasoftware.com/TechnicalArticles.htm。可用於週期、時間窗口與市場節奏判讀；系統交易、規則設計與回測流程。,"John F. Ehlers (約翰・艾勒斯) is classified as a Indicator creator. The research/contribution focus is Cycle Analysis (DSP cycle analysis); Ehlers Filters (filters); Trading Systems (adaptive indicators). Representative materials include Rocket Science for Traders (2001); Cybernetic Analysis for Stocks and Futures (2004); Reference source: https://www.mesasoftware.com/TechnicalArticles.htm. The work is useful for cycles, timing windows, and market rhythm; systematic trading, rule design, and backtesting.",3,2,1,2,0,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.,核心權威,Core authority,週期分析；Ehlers 濾波器,Cycle Analysis; Ehlers Filters,2,2,0,1,優先用於：週期、時間窗口與市場節奏判讀；系統交易、規則設計與回測流程。,"Best used for: cycles, timing windows, and market rhythm; systematic trading, rule design, and backtesting.",約翰・艾勒斯在完整資料庫中屬於核心權威，可從其代表材料與優勝指標交叉研究。,John F. Ehlers is a Core authority in the complete database; study the representative materials together with the winning indicators.
murray-a-ruggiero-jr,58,穆雷・魯傑羅,Murray A. Ruggiero Jr.,United States,,交易系統開發者、作家,system_developer,交易系統開發者,Trading-system developer,18,交易系統（交易系統）；回測與系統驗證（策略測試）；實證技術分析（量化規則）,Trading Systems (trading systems); Backtesting (strategy testing); Evidence-Based Technical Analysis (quantitative rules),系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制,"systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control",《控制論交易策略》（1997）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Cybernetic Trading Strategies (1997); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,穆雷・魯傑羅（Murray A. Ruggiero Jr.）定位為交易系統開發者。研究/貢獻重點集中在交易系統（交易系統）；回測與系統驗證（策略測試）；實證技術分析（量化規則）。代表資料包括《控制論交易策略》（1997）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542。可用於系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制。,"Murray A. Ruggiero Jr. (穆雷・魯傑羅) is classified as a Trading-system developer. The research/contribution focus is Trading Systems (trading systems); Backtesting (strategy testing); Evidence-Based Technical Analysis (quantitative rules). Representative materials include Cybernetic Trading Strategies (1997); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542. The work is useful for systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control.",2,2,1,1,0,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,補充研究者,Complementary researcher,,,0,0,0,0,優先用於：系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制。,"Best used for: systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control.",穆雷・魯傑羅在完整資料庫中屬於補充研究者，可從其代表材料與優勝指標交叉研究。,Murray A. Ruggiero Jr. is a Complementary researcher in the complete database; study the representative materials together with the winning indicators.
robert-pardo,59,羅伯特・帕多,Robert Pardo,United States,,交易系統測試作者,system_developer,交易系統開發者,Trading-system developer,18,回測與系統驗證（系統測試）；交易系統（交易系統）；實證技術分析（樣本外驗證）,Backtesting (system testing); Trading Systems (trading systems); Evidence-Based Technical Analysis (out-of-sample validation),實證檢驗、規則驗證與資料探勘風險控制；系統交易、規則設計與回測流程,"empirical testing, rule validation, and data-mining control; systematic trading, rule design, and backtesting",《交易系統設計、測試與最佳化》（1992）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,"Design, Testing, and Optimization of Trading Systems (1992); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542",羅伯特・帕多（Robert Pardo）定位為交易系統開發者。研究/貢獻重點集中在回測與系統驗證（系統測試）；交易系統（交易系統）；實證技術分析（樣本外驗證）。代表資料包括《交易系統設計、測試與最佳化》（1992）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542。可用於實證檢驗、規則驗證與資料探勘風險控制；系統交易、規則設計與回測流程。,"Robert Pardo (羅伯特・帕多) is classified as a Trading-system developer. The research/contribution focus is Backtesting (system testing); Trading Systems (trading systems); Evidence-Based Technical Analysis (out-of-sample validation). Representative materials include Design, Testing, and Optimization of Trading Systems (1992); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542. The work is useful for empirical testing, rule validation, and data-mining control; systematic trading, rule design, and backtesting.",2,2,1,1,0,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,補充研究者,Complementary researcher,,,0,0,0,0,優先用於：實證檢驗、規則驗證與資料探勘風險控制；系統交易、規則設計與回測流程。,"Best used for: empirical testing, rule validation, and data-mining control; systematic trading, rule design, and backtesting.",羅伯特・帕多在完整資料庫中屬於補充研究者，可從其代表材料與優勝指標交叉研究。,Robert Pardo is a Complementary researcher in the complete database; study the representative materials together with the winning indicators.
howard-bandy,60,霍華德・班迪,Howard Bandy,United States,,量化交易系統作者,system_developer,交易系統開發者,Trading-system developer,18,交易系統（交易系統）；回測與系統驗證（策略驗證）；實證技術分析（統計分析）,Trading Systems (trading systems); Backtesting (strategy validation); Evidence-Based Technical Analysis (statistical analysis),系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制,"systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control",《量化交易系統》（2007）；《交易系統績效建模》（2011）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Quantitative Trading Systems (2007); Modeling Trading System Performance (2011); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,霍華德・班迪（Howard Bandy）定位為交易系統開發者。研究/貢獻重點集中在交易系統（交易系統）；回測與系統驗證（策略驗證）；實證技術分析（統計分析）。代表資料包括《量化交易系統》（2007）；《交易系統績效建模》（2011）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542。可用於系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制。,"Howard Bandy (霍華德・班迪) is classified as a Trading-system developer. The research/contribution focus is Trading Systems (trading systems); Backtesting (strategy validation); Evidence-Based Technical Analysis (statistical analysis). Representative materials include Quantitative Trading Systems (2007); Modeling Trading System Performance (2011); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542. The work is useful for systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control.",3,2,1,2,0,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.,補充研究者,Complementary researcher,,,0,0,0,0,優先用於：系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制。,"Best used for: systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control.",霍華德・班迪在完整資料庫中屬於補充研究者，可從其代表材料與優勝指標交叉研究。,Howard Bandy is a Complementary researcher in the complete database; study the representative materials together with the winning indicators.
thomas-stridsman,61,湯瑪斯・史翠茲曼,Thomas Stridsman,Sweden / United States,,系統交易作者,system_developer,交易系統開發者,Trading-system developer,17,交易系統（交易系統）；回測與系統驗證（策略測試）；趨勢跟隨（系統化趨勢）,Trading Systems (trading systems); Backtesting (strategy testing); Trend Following (systematic trend analysis),系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制；趨勢辨識、均線、通道與趨勢跟隨,"systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control; trend identification, moving averages, channels, and trend following",《有效的交易系統》（2000）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Trading Systems That Work (2000); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,湯瑪斯・史翠茲曼（Thomas Stridsman）定位為交易系統開發者。研究/貢獻重點集中在交易系統（交易系統）；回測與系統驗證（策略測試）；趨勢跟隨（系統化趨勢）。代表資料包括《有效的交易系統》（2000）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542。可用於系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制；趨勢辨識、均線、通道與趨勢跟隨。,"Thomas Stridsman (湯瑪斯・史翠茲曼) is classified as a Trading-system developer. The research/contribution focus is Trading Systems (trading systems); Backtesting (strategy testing); Trend Following (systematic trend analysis). Representative materials include Trading Systems That Work (2000); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542. The work is useful for systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control; trend identification, moving averages, channels, and trend following.",2,2,1,1,0,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,補充研究者,Complementary researcher,,,0,0,0,0,優先用於：系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制；趨勢辨識、均線、通道與趨勢跟隨。,"Best used for: systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control; trend identification, moving averages, channels, and trend following.",湯瑪斯・史翠茲曼在完整資料庫中屬於補充研究者，可從其代表材料與優勝指標交叉研究。,Thomas Stridsman is a Complementary researcher in the complete database; study the representative materials together with the winning indicators.
daryl-guppy,62,達利・古比,Daryl Guppy,Australia,,交易者、作家、指標創作者,indicator_creator,技術指標創作者,Indicator creator,21,Guppy 多重移動平均（創始者）；移動平均（多均線趨勢）；趨勢跟隨（趨勢判讀）,Guppy Multiple Moving Average (creator); Moving Average (multiple moving-average trend work); Trend Following (trend interpretation),趨勢辨識、均線、通道與趨勢跟隨,"trend identification, moving averages, channels, and trend following",《交易戰術》（1997）；參考來源：https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,Trading Tactics (1997); Reference source: https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,達利・古比（Daryl Guppy）定位為技術指標創作者。研究/貢獻重點集中在Guppy 多重移動平均（創始者）；移動平均（多均線趨勢）；趨勢跟隨（趨勢判讀）。代表資料包括《交易戰術》（1997）；參考來源：https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp。可用於趨勢辨識、均線、通道與趨勢跟隨。,"Daryl Guppy (達利・古比) is classified as a Indicator creator. The research/contribution focus is Guppy Multiple Moving Average (creator); Moving Average (multiple moving-average trend work); Trend Following (trend interpretation). Representative materials include Trading Tactics (1997); Reference source: https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp. The work is useful for trend identification, moving averages, channels, and trend following.",2,2,1,1,0,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,Guppy 多重移動平均,Guppy Multiple Moving Average,1,1,0,1,優先用於：趨勢辨識、均線、通道與趨勢跟隨。,"Best used for: trend identification, moving averages, channels, and trend following.",達利・古比在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Daryl Guppy is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
alan-hull,63,艾倫・霍爾,Alan Hull,Australia,,指標創作者、交易教育者,indicator_creator,技術指標創作者,Indicator creator,19,Hull 移動平均（創始者）；移動平均（低滯後均線）,Hull Moving Average (creator); Moving Average (low-lag moving averages),趨勢辨識、均線、通道與趨勢跟隨,"trend identification, moving averages, channels, and trend following",原文題名：Hull Moving Average（2005）；參考來源：https://alanhull.com/the-hull-moving-average/；參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,Hull Moving Average (2005); Reference source: https://alanhull.com/the-hull-moving-average/; Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,艾倫・霍爾（Alan Hull）定位為技術指標創作者。研究/貢獻重點集中在Hull 移動平均（創始者）；移動平均（低滯後均線）。代表資料包括原文題名：Hull Moving Average（2005）；參考來源：https://alanhull.com/the-hull-moving-average/；參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma。可用於趨勢辨識、均線、通道與趨勢跟隨。,"Alan Hull (艾倫・霍爾) is classified as a Indicator creator. The research/contribution focus is Hull Moving Average (creator); Moving Average (low-lag moving averages). Representative materials include Hull Moving Average (2005); Reference source: https://alanhull.com/the-hull-moving-average/; Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma. The work is useful for trend identification, moving averages, channels, and trend following.",3,2,0,0,0,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 0 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 0 book records; 0 paper/article records.,專題權威,Specialized authority,Hull 移動平均,Hull Moving Average,1,1,0,0,優先用於：趨勢辨識、均線、通道與趨勢跟隨。,"Best used for: trend identification, moving averages, channels, and trend following.",艾倫・霍爾在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Alan Hull is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
