material_id,expert_rank,expert_zh,expert_en,title_zh,title_en,material_type,material_type_zh,material_type_en,year,concepts_zh,concepts_en,source_url,source_title,source_type,source_type_zh,source_type_en,doi,isbn13,openlibrary_key,google_books_id,evidence_level,evidence_level_zh,evidence_level_en,notes_zh,notes_en
63,21,約翰・布林格,John Bollinger,《布林格談布林通道》,Bollinger on Bollinger Bands,book,書籍,Book,2001,布林通道；波動率,Bollinger Bands; Volatility,https://openlibrary.org/works/OL282159W,Bollinger on Bollinger Bands,book_catalog,書目資料,Book catalog,,,/works/OL282159W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",布林通道創作者，對波動率自適應通道與相對高低位判讀具核心地位。,Research material linked to John Bollinger for Bollinger Bands; Volatility.
64,21,約翰・布林格,John Bollinger,參考來源：https://www.bollingerbands.com/,Reference source: https://www.bollingerbands.com/,source,參考來源,Reference source,,布林通道；波動率,Bollinger Bands; Volatility,https://www.bollingerbands.com/,https://www.bollingerbands.com/,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",布林通道創作者，對波動率自適應通道與相對高低位判讀具核心地位。,Research material linked to John Bollinger for Bollinger Bands; Volatility.
65,21,約翰・布林格,John Bollinger,參考來源：https://www.bollingercapital.com/team,Reference source: https://www.bollingercapital.com/team,source,參考來源,Reference source,,布林通道；波動率,Bollinger Bands; Volatility,https://www.bollingercapital.com/team,https://www.bollingercapital.com/team,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",布林通道創作者，對波動率自適應通道與相對高低位判讀具核心地位。,Research material linked to John Bollinger for Bollinger Bands; Volatility.
66,22,喬治・藍恩,George C. Lane,原文題名：Lane's Stochastics,Lane's Stochastics,indicator,技術指標,Technical indicator,,隨機指標；動量,Stochastic Oscillator; Momentum,https://www.investopedia.com/terms/s/stochasticoscillator.asp,Lane's Stochastics,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",隨機指標代表人物；Stochastic 與 RSI、MACD 同屬最普及動量指標。,Research material linked to George C. Lane for Stochastic Oscillator; Momentum.
68,22,喬治・藍恩,George C. Lane,參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/stochastic-oscillator-fast-slow-and-full,Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/stochastic-oscillator-fast-slow-and-full,source,參考來源,Reference source,,隨機指標；動量,Stochastic Oscillator; Momentum,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/stochastic-oscillator-fast-slow-and-full,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/stochastic-oscillator-fast-slow-and-full,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",隨機指標代表人物；Stochastic 與 RSI、MACD 同屬最普及動量指標。,Research material linked to George C. Lane for Stochastic Oscillator; Momentum.
67,22,喬治・藍恩,George C. Lane,參考來源：https://www.investopedia.com/terms/s/stochasticoscillator.asp,Reference source: https://www.investopedia.com/terms/s/stochasticoscillator.asp,source,參考來源,Reference source,,隨機指標；動量,Stochastic Oscillator; Momentum,https://www.investopedia.com/terms/s/stochasticoscillator.asp,https://www.investopedia.com/terms/s/stochasticoscillator.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",隨機指標代表人物；Stochastic 與 RSI、MACD 同屬最普及動量指標。,Research material linked to George C. Lane for Stochastic Oscillator; Momentum.
69,23,理查・唐奇安,Richard Donchian,原文題名：Commodity Trend Timing,Commodity Trend Timing,newsletter,市場通訊,Market newsletter,1960,唐奇安通道；趨勢跟隨,Donchian Channel; Trend Following,https://www.investopedia.com/donchian-channels-formula-8415235,Commodity Trend Timing,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",被視為趨勢跟隨與管理期貨先驅，唐奇安通道是突破交易和 Turtle 系統的重要基礎。,Research material linked to Richard Donchian for Donchian Channel; Trend Following.
71,23,理查・唐奇安,Richard Donchian,參考來源：https://en.wikipedia.org/wiki/Richard_Donchian,Reference source: https://en.wikipedia.org/wiki/Richard_Donchian,source,參考來源,Reference source,,唐奇安通道；趨勢跟隨,Donchian Channel; Trend Following,https://en.wikipedia.org/wiki/Richard_Donchian,https://en.wikipedia.org/wiki/Richard_Donchian,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",被視為趨勢跟隨與管理期貨先驅，唐奇安通道是突破交易和 Turtle 系統的重要基礎。,Research material linked to Richard Donchian for Donchian Channel; Trend Following.
70,23,理查・唐奇安,Richard Donchian,參考來源：https://www.investopedia.com/donchian-channels-formula-8415235,Reference source: https://www.investopedia.com/donchian-channels-formula-8415235,source,參考來源,Reference source,,唐奇安通道；趨勢跟隨,Donchian Channel; Trend Following,https://www.investopedia.com/donchian-channels-formula-8415235,https://www.investopedia.com/donchian-channels-formula-8415235,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",被視為趨勢跟隨與管理期貨先驅，唐奇安通道是突破交易和 Turtle 系統的重要基礎。,Research material linked to Richard Donchian for Donchian Channel; Trend Following.
72,24,圖沙・昌德,Tushar S. Chande,《新技術交易者》,The New Technical Trader,book,書籍,Book,1994,Aroon 指標；Chande 動量震盪器；VIDYA 動態平均；隨機 RSI,Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,The New Technical Trader,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。,Research material linked to Tushar S. Chande for Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI.
73,24,圖沙・昌德,Tushar S. Chande,參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,source,參考來源,Reference source,,Aroon 指標；Chande 動量震盪器；VIDYA 動態平均；隨機 RSI,Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。,Research material linked to Tushar S. Chande for Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI.
74,24,圖沙・昌德,Tushar S. Chande,參考來源：https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmo,Reference source: https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmo,source,參考來源,Reference source,,Aroon 指標；Chande 動量震盪器；VIDYA 動態平均；隨機 RSI,Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmo,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmo,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。,Research material linked to Tushar S. Chande for Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI.
75,24,圖沙・昌德,Tushar S. Chande,參考來源：https://www.investopedia.com/terms/s/stochrsi.asp,Reference source: https://www.investopedia.com/terms/s/stochrsi.asp,source,參考來源,Reference source,,Aroon 指標；Chande 動量震盪器；VIDYA 動態平均；隨機 RSI,Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI,https://www.investopedia.com/terms/s/stochrsi.asp,https://www.investopedia.com/terms/s/stochrsi.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。,Research material linked to Tushar S. Chande for Aroon; Chande Momentum Oscillator; Variable Index Dynamic Average; Stochastic RSI.
76,25,史丹利・克羅爾,Stanley Kroll,《新技術交易者》,The New Technical Trader,book,書籍,Book,1994,隨機 RSI；VIDYA 動態平均；交易系統,Stochastic RSI; Variable Index Dynamic Average; Trading Systems,https://www.investopedia.com/terms/s/stochrsi.asp,The New Technical Trader,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",與 Tushar Chande 合作提出 StochRSI 與相關動態指標方法。,Research material linked to Stanley Kroll for Stochastic RSI; Variable Index Dynamic Average; Trading Systems.
78,25,史丹利・克羅爾,Stanley Kroll,參考來源：https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html,Reference source: https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html,source,參考來源,Reference source,,隨機 RSI；VIDYA 動態平均；交易系統,Stochastic RSI; Variable Index Dynamic Average; Trading Systems,https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html,https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",與 Tushar Chande 合作提出 StochRSI 與相關動態指標方法。,Research material linked to Stanley Kroll for Stochastic RSI; Variable Index Dynamic Average; Trading Systems.
77,25,史丹利・克羅爾,Stanley Kroll,參考來源：https://www.investopedia.com/terms/s/stochrsi.asp,Reference source: https://www.investopedia.com/terms/s/stochrsi.asp,source,參考來源,Reference source,,隨機 RSI；VIDYA 動態平均；交易系統,Stochastic RSI; Variable Index Dynamic Average; Trading Systems,https://www.investopedia.com/terms/s/stochrsi.asp,https://www.investopedia.com/terms/s/stochrsi.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",與 Tushar Chande 合作提出 StochRSI 與相關動態指標方法。,Research material linked to Stanley Kroll for Stochastic RSI; Variable Index Dynamic Average; Trading Systems.
79,26,唐納德・蘭伯特,Donald R. Lambert,原文題名：Commodity Channel Index,Commodity Channel Index,article,文章,Article,1980,CCI 商品通道指標；週期分析,Commodity Channel Index; Cycle Analysis,https://doi.org/10.1093/iat/14.1.419,Commodity Index,academic_paper,學術論文,Academic paper,10.1093/iat/14.1.419,,,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",CCI 創作者；CCI 從商品週期工具延伸到股票、ETF、外匯等市場。,Research material linked to Donald R. Lambert for Commodity Channel Index; Cycle Analysis.
80,26,唐納德・蘭伯特,Donald R. Lambert,參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/commodity-channel-index-cci,Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/commodity-channel-index-cci,source,參考來源,Reference source,,CCI 商品通道指標；週期分析,Commodity Channel Index; Cycle Analysis,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/commodity-channel-index-cci,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/commodity-channel-index-cci,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",CCI 創作者；CCI 從商品週期工具延伸到股票、ETF、外匯等市場。,Research material linked to Donald R. Lambert for Commodity Channel Index; Cycle Analysis.
81,27,拉瑞・威廉斯,Larry Williams,《我去年如何交易商品賺進一百萬美元》,How I Made One Million Dollars Last Year Trading Commodities,book,書籍,Book,1979,Williams %R；動量；市場寬度,Williams %R; Momentum; Market Breadth,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,How I Made One Million Dollars Last Year Trading Commodities,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。,Research material linked to Larry Williams for Williams %R; Momentum; Market Breadth.
82,27,拉瑞・威廉斯,Larry Williams,原文題名：The Ripple Effect of Daily New Lows,The Ripple Effect of Daily New Lows,paper,研究論文,Research paper,2024,Williams %R；動量；市場寬度,Williams %R; Momentum; Market Breadth,https://doi.org/10.2139/ssrn.897900,An Empirical Model of Daily Highs and Lows,academic_paper,學術論文,Academic paper,10.2139/ssrn.897900,,,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。,Research material linked to Larry Williams for Williams %R; Momentum; Market Breadth.
84,27,拉瑞・威廉斯,Larry Williams,參考來源：https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,Reference source: https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,參考來源,Reference source,,Williams %R；動量；市場寬度,Williams %R; Momentum; Market Breadth,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,獎項/專業資料,Award/professional source,,,,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。,Research material linked to Larry Williams for Williams %R; Momentum; Market Breadth.
83,27,拉瑞・威廉斯,Larry Williams,參考來源：https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,Reference source: https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,source,參考來源,Reference source,,Williams %R；動量；市場寬度,Williams %R; Momentum; Market Breadth,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。,Research material linked to Larry Williams for Williams %R; Momentum; Market Breadth.
85,28,馬克・柴金,Marc Chaikin,原文題名：Chaikin Money Flow,Chaikin Money Flow,indicator,技術指標,Technical indicator,,Chaikin 資金流；成交量分析,Chaikin Money Flow; Volume Analysis,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,Chaikin Money Flow,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Chaikin Money Flow 與 Chaikin 系列量價指標被廣泛內建於交易平台。,Research material linked to Marc Chaikin for Chaikin Money Flow; Volume Analysis.
87,28,馬克・柴金,Marc Chaikin,參考來源：https://chaikinanalytics.com/,Reference source: https://chaikinanalytics.com/,source,參考來源,Reference source,,Chaikin 資金流；成交量分析,Chaikin Money Flow; Volume Analysis,https://chaikinanalytics.com/,https://chaikinanalytics.com/,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Chaikin Money Flow 與 Chaikin 系列量價指標被廣泛內建於交易平台。,Research material linked to Marc Chaikin for Chaikin Money Flow; Volume Analysis.
86,28,馬克・柴金,Marc Chaikin,參考來源：https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,Reference source: https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,source,參考來源,Reference source,,Chaikin 資金流；成交量分析,Chaikin Money Flow; Volume Analysis,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Chaikin Money Flow 與 Chaikin 系列量價指標被廣泛內建於交易平台。,Research material linked to Marc Chaikin for Chaikin Money Flow; Volume Analysis.
88,29,約瑟夫・格蘭維爾,Joseph Granville,《格蘭維爾股市獲利新鑰》,Granville's New Key to Stock Market Profits,book,書籍,Book,1963,OBV 能量潮；成交量分析,On-Balance Volume; Volume Analysis,https://www.investopedia.com/terms/o/onbalancevolume.asp,Granville's New Key to Stock Market Profits,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。,Research material linked to Joseph Granville for On-Balance Volume; Volume Analysis.
91,29,約瑟夫・格蘭維爾,Joseph Granville,參考來源：https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ,Reference source: https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ,source,參考來源,Reference source,,OBV 能量潮；成交量分析,On-Balance Volume; Volume Analysis,https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ,https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ,book_catalog,書目資料,Book catalog,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。,Research material linked to Joseph Granville for On-Balance Volume; Volume Analysis.
90,29,約瑟夫・格蘭維爾,Joseph Granville,參考來源：https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits,Reference source: https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits,source,參考來源,Reference source,,OBV 能量潮；成交量分析,On-Balance Volume; Volume Analysis,https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits,https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits,book_catalog,書目資料,Book catalog,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。,Research material linked to Joseph Granville for On-Balance Volume; Volume Analysis.
89,29,約瑟夫・格蘭維爾,Joseph Granville,參考來源：https://www.investopedia.com/terms/o/onbalancevolume.asp,Reference source: https://www.investopedia.com/terms/o/onbalancevolume.asp,source,參考來源,Reference source,,OBV 能量潮；成交量分析,On-Balance Volume; Volume Analysis,https://www.investopedia.com/terms/o/onbalancevolume.asp,https://www.investopedia.com/terms/o/onbalancevolume.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。,Research material linked to Joseph Granville for On-Balance Volume; Volume Analysis.
92,30,謝爾曼・麥克萊倫,Sherman McClellan,《獲利型態》,Patterns for Profit,book,書籍,Book,,McClellan Oscillator；市場寬度,McClellan Oscillator; Market Breadth,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,Patterns for Profit,book_reference,書籍參考,Book reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",與 Marian McClellan 共同開發 McClellan Oscillator 與 Summation Index。,Research material linked to Sherman McClellan for McClellan Oscillator; Market Breadth.
94,30,謝爾曼・麥克萊倫,Sherman McClellan,參考來源：https://www.investopedia.com/terms/m/mcclellanoscillator.asp,Reference source: https://www.investopedia.com/terms/m/mcclellanoscillator.asp,source,參考來源,Reference source,,McClellan Oscillator；市場寬度,McClellan Oscillator; Market Breadth,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",與 Marian McClellan 共同開發 McClellan Oscillator 與 Summation Index。,Research material linked to Sherman McClellan for McClellan Oscillator; Market Breadth.
93,30,謝爾曼・麥克萊倫,Sherman McClellan,參考來源：https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,Reference source: https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,source,參考來源,Reference source,,McClellan Oscillator；市場寬度,McClellan Oscillator; Market Breadth,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",與 Marian McClellan 共同開發 McClellan Oscillator 與 Summation Index。,Research material linked to Sherman McClellan for McClellan Oscillator; Market Breadth.
95,31,瑪麗安・麥克萊倫,Marian McClellan,《獲利型態》,Patterns for Profit,book,書籍,Book,,McClellan Oscillator；市場寬度,McClellan Oscillator; Market Breadth,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,Patterns for Profit,book_reference,書籍參考,Book reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",McClellan Oscillator 共同創作者，對廣度動量與市場內部結構研究具代表性。,Research material linked to Marian McClellan for McClellan Oscillator; Market Breadth.
97,31,瑪麗安・麥克萊倫,Marian McClellan,參考來源：https://www.investopedia.com/terms/m/mcclellanoscillator.asp,Reference source: https://www.investopedia.com/terms/m/mcclellanoscillator.asp,source,參考來源,Reference source,,McClellan Oscillator；市場寬度,McClellan Oscillator; Market Breadth,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",McClellan Oscillator 共同創作者，對廣度動量與市場內部結構研究具代表性。,Research material linked to Marian McClellan for McClellan Oscillator; Market Breadth.
96,31,瑪麗安・麥克萊倫,Marian McClellan,參考來源：https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,Reference source: https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,source,參考來源,Reference source,,McClellan Oscillator；市場寬度,McClellan Oscillator; Market Breadth,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",McClellan Oscillator 共同創作者，對廣度動量與市場內部結構研究具代表性。,Research material linked to Marian McClellan for McClellan Oscillator; Market Breadth.
98,32,理查・阿姆斯,Richard W. Arms Jr.,原文題名：The Arms Index,The Arms Index,indicator,技術指標,Technical indicator,1967,TRIN / Arms Index；市場寬度；成交量分析,Arms Index; Market Breadth; Volume Analysis,https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,The Arms Index,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",TRIN/Arms Index 將漲跌家數與成交量結合，是經典市場寬度與短線情緒工具。,Research material linked to Richard W. Arms Jr. for Arms Index; Market Breadth; Volume Analysis.
99,32,理查・阿姆斯,Richard W. Arms Jr.,參考來源：https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,Reference source: https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,source,參考來源,Reference source,,TRIN / Arms Index；市場寬度；成交量分析,Arms Index; Market Breadth; Volume Analysis,https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",TRIN/Arms Index 將漲跌家數與成交量結合，是經典市場寬度與短線情緒工具。,Research material linked to Richard W. Arms Jr. for Arms Index; Market Breadth; Volume Analysis.
100,32,理查・阿姆斯,Richard W. Arms Jr.,參考來源：https://www.investopedia.com/terms/a/arms.asp,Reference source: https://www.investopedia.com/terms/a/arms.asp,source,參考來源,Reference source,,TRIN / Arms Index；市場寬度；成交量分析,Arms Index; Market Breadth; Volume Analysis,https://www.investopedia.com/terms/a/arms.asp,https://www.investopedia.com/terms/a/arms.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",TRIN/Arms Index 將漲跌家數與成交量結合，是經典市場寬度與短線情緒工具。,Research material linked to Richard W. Arms Jr. for Arms Index; Market Breadth; Volume Analysis.
101,33,艾德溫・科波克,Edwin S. Coppock,原文題名：Coppock Curve,Coppock Curve,indicator,技術指標,Technical indicator,1962,Coppock 曲線；動量,Coppock Curve; Momentum,https://en.wikipedia.org/wiki/Coppock_curve,Coppock Curve,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Coppock Curve 是長期市場底部與月線動量判讀的經典工具。,Research material linked to Edwin S. Coppock for Coppock Curve; Momentum.
