expert_rank,expert_zh,expert_en,title,material_type,year,primary_concept,concept_slugs,authors,publisher,container_title,source_url,source_title,source_type,doi,isbn13,openlibrary_key,google_books_id,evidence_level,api_enriched,notes_zh
23,理查・唐奇安,Richard Donchian,Commodity Trend Timing,newsletter,1960,donchian-channel,donchian-channel;trend-following,Richard Donchian,,,https://www.investopedia.com/donchian-channels-formula-8415235,Commodity Trend Timing,indicator_reference,,,,,medium,no,被視為趨勢跟隨與管理期貨先驅，唐奇安通道是突破交易和 Turtle 系統的重要基礎。
23,理查・唐奇安,Richard Donchian,https://www.investopedia.com/donchian-channels-formula-8415235,source,,donchian-channel,donchian-channel;trend-following,,,,https://www.investopedia.com/donchian-channels-formula-8415235,https://www.investopedia.com/donchian-channels-formula-8415235,indicator_reference,,,,,medium,seed_source,被視為趨勢跟隨與管理期貨先驅，唐奇安通道是突破交易和 Turtle 系統的重要基礎。
23,理查・唐奇安,Richard Donchian,https://en.wikipedia.org/wiki/Richard_Donchian,source,,donchian-channel,donchian-channel;trend-following,,,,https://en.wikipedia.org/wiki/Richard_Donchian,https://en.wikipedia.org/wiki/Richard_Donchian,web_reference,,,,,medium,seed_source,被視為趨勢跟隨與管理期貨先驅，唐奇安通道是突破交易和 Turtle 系統的重要基礎。
24,圖沙・昌德,Tushar S. Chande,The New Technical Trader,book,1994,aroon,aroon;cmo;vidya;stochastic-rsi,Tushar S. Chande,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,The New Technical Trader,indicator_reference,,,,,medium,no,Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。
24,圖沙・昌德,Tushar S. Chande,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,source,,aroon,aroon;cmo;vidya;stochastic-rsi,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/aroon,indicator_reference,,,,,medium,seed_source,Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。
24,圖沙・昌德,Tushar S. Chande,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmo,source,,aroon,aroon;cmo;vidya;stochastic-rsi,,,,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmo,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmo,indicator_reference,,,,,medium,seed_source,Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。
24,圖沙・昌德,Tushar S. Chande,https://www.investopedia.com/terms/s/stochrsi.asp,source,,aroon,aroon;cmo;vidya;stochastic-rsi,,,,https://www.investopedia.com/terms/s/stochrsi.asp,https://www.investopedia.com/terms/s/stochrsi.asp,indicator_reference,,,,,medium,seed_source,Aroon、CMO、VIDYA、StochRSI 等多個指標與其相關，是技術指標資料庫的重點人物。
25,史丹利・克羅爾,Stanley Kroll,The New Technical Trader,book,1994,stochastic-rsi,stochastic-rsi;vidya;systems-trading,Stanley Kroll,,,https://www.investopedia.com/terms/s/stochrsi.asp,The New Technical Trader,indicator_reference,,,,,medium,no,與 Tushar Chande 合作提出 StochRSI 與相關動態指標方法。
25,史丹利・克羅爾,Stanley Kroll,https://www.investopedia.com/terms/s/stochrsi.asp,source,,stochastic-rsi,stochastic-rsi;vidya;systems-trading,,,,https://www.investopedia.com/terms/s/stochrsi.asp,https://www.investopedia.com/terms/s/stochrsi.asp,indicator_reference,,,,,medium,seed_source,與 Tushar Chande 合作提出 StochRSI 與相關動態指標方法。
25,史丹利・克羅爾,Stanley Kroll,https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html,source,,stochastic-rsi,stochastic-rsi;vidya;systems-trading,,,,https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html,https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html,web_reference,,,,,medium,seed_source,與 Tushar Chande 合作提出 StochRSI 與相關動態指標方法。
26,唐納德・蘭伯特,Donald R. Lambert,Commodity Channel Index,article,1980,cci,cci;cycle-analysis,Donald R. Lambert,Oxford University Press (OUP),Insecticide and Acaricide Tests,https://doi.org/10.1093/iat/14.1.419,Commodity Index,academic_paper,10.1093/iat/14.1.419,,,,high,yes,CCI 創作者；CCI 從商品週期工具延伸到股票、ETF、外匯等市場。
26,唐納德・蘭伯特,Donald R. Lambert,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/commodity-channel-index-cci,source,,cci,cci;cycle-analysis,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/commodity-channel-index-cci,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/commodity-channel-index-cci,indicator_reference,,,,,medium,seed_source,CCI 創作者；CCI 從商品週期工具延伸到股票、ETF、外匯等市場。
27,拉瑞・威廉斯,Larry Williams,How I Made One Million Dollars Last Year Trading Commodities,book,1979,williams-r,williams-r;momentum;breadth,Larry Williams,,,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,How I Made One Million Dollars Last Year Trading Commodities,indicator_reference,,,,,medium,no,Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。
27,拉瑞・威廉斯,Larry Williams,The Ripple Effect of Daily New Lows,paper,2024,williams-r,williams-r;momentum;breadth,Yin-Wong Cheung,Elsevier BV,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.897900,An Empirical Model of Daily Highs and Lows,academic_paper,10.2139/ssrn.897900,,,,high,yes,Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。
27,拉瑞・威廉斯,Larry Williams,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,source,,williams-r,williams-r;momentum;breadth,,,,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/williams-r,indicator_reference,,,,,medium,seed_source,Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。
27,拉瑞・威廉斯,Larry Williams,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,williams-r,williams-r;momentum;breadth,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,Williams %R、Ultimate Oscillator 等工具與多本交易著作皆具影響力，亦為 2024 Dow Award 共同得主。
28,馬克・柴金,Marc Chaikin,Chaikin Money Flow,indicator,,chaikin-money-flow,chaikin-money-flow;volume-analysis,Marc Chaikin,,,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,Chaikin Money Flow,indicator_reference,,,,,medium,no,Chaikin Money Flow 與 Chaikin 系列量價指標被廣泛內建於交易平台。
28,馬克・柴金,Marc Chaikin,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,source,,chaikin-money-flow,chaikin-money-flow;volume-analysis,,,,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cmf,indicator_reference,,,,,medium,seed_source,Chaikin Money Flow 與 Chaikin 系列量價指標被廣泛內建於交易平台。
28,馬克・柴金,Marc Chaikin,https://chaikinanalytics.com/,source,,chaikin-money-flow,chaikin-money-flow;volume-analysis,,,,https://chaikinanalytics.com/,https://chaikinanalytics.com/,web_reference,,,,,medium,seed_source,Chaikin Money Flow 與 Chaikin 系列量價指標被廣泛內建於交易平台。
29,約瑟夫・格蘭維爾,Joseph Granville,Granville's New Key to Stock Market Profits,book,1963,obv,obv;volume-analysis,Joseph Granville,,,https://www.investopedia.com/terms/o/onbalancevolume.asp,Granville's New Key to Stock Market Profits,indicator_reference,,,,,medium,no,OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。
29,約瑟夫・格蘭維爾,Joseph Granville,https://www.investopedia.com/terms/o/onbalancevolume.asp,source,,obv,obv;volume-analysis,,,,https://www.investopedia.com/terms/o/onbalancevolume.asp,https://www.investopedia.com/terms/o/onbalancevolume.asp,indicator_reference,,,,,medium,seed_source,OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。
29,約瑟夫・格蘭維爾,Joseph Granville,https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits,source,,obv,obv;volume-analysis,,,,https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits,https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits,book_catalog,,,,,medium,seed_source,OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。
29,約瑟夫・格蘭維爾,Joseph Granville,https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ,source,,obv,obv;volume-analysis,,,,https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ,https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ,book_catalog,,,,,medium,seed_source,OBV 創作者，將成交量作為價格先行壓力的概念推廣到股票市場。
30,謝爾曼・麥克萊倫,Sherman McClellan,Patterns for Profit,book,,mcclellan-oscillator,mcclellan-oscillator;breadth,Sherman McClellan,,,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,Patterns for Profit,book_reference,,,,,medium,no,與 Marian McClellan 共同開發 McClellan Oscillator 與 Summation Index。
30,謝爾曼・麥克萊倫,Sherman McClellan,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,source,,mcclellan-oscillator,mcclellan-oscillator;breadth,,,,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,web_reference,,,,,medium,seed_source,與 Marian McClellan 共同開發 McClellan Oscillator 與 Summation Index。
30,謝爾曼・麥克萊倫,Sherman McClellan,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,source,,mcclellan-oscillator,mcclellan-oscillator;breadth,,,,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,indicator_reference,,,,,medium,seed_source,與 Marian McClellan 共同開發 McClellan Oscillator 與 Summation Index。
31,瑪麗安・麥克萊倫,Marian McClellan,Patterns for Profit,book,,mcclellan-oscillator,mcclellan-oscillator;breadth,Marian McClellan,,,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,Patterns for Profit,book_reference,,,,,medium,no,McClellan Oscillator 共同創作者，對廣度動量與市場內部結構研究具代表性。
31,瑪麗安・麥克萊倫,Marian McClellan,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,source,,mcclellan-oscillator,mcclellan-oscillator;breadth,,,,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,https://www.mcoscillator.com/learning_center/kb/mcclellan_oscillator/the_origin_story_of_the_mcclellan_oscillator/,web_reference,,,,,medium,seed_source,McClellan Oscillator 共同創作者，對廣度動量與市場內部結構研究具代表性。
31,瑪麗安・麥克萊倫,Marian McClellan,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,source,,mcclellan-oscillator,mcclellan-oscillator;breadth,,,,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,https://www.investopedia.com/terms/m/mcclellanoscillator.asp,indicator_reference,,,,,medium,seed_source,McClellan Oscillator 共同創作者，對廣度動量與市場內部結構研究具代表性。
32,理查・阿姆斯,Richard W. Arms Jr.,The Arms Index,indicator,1967,trin-arms-index,trin-arms-index;breadth;volume-analysis,Richard W. Arms Jr.,,,https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,The Arms Index,indicator_reference,,,,,medium,no,TRIN/Arms Index 將漲跌家數與成交量結合，是經典市場寬度與短線情緒工具。
32,理查・阿姆斯,Richard W. Arms Jr.,https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,source,,trin-arms-index,trin-arms-index;breadth;volume-analysis,,,,https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,https://chartschool.stockcharts.com/table-of-contents/market-indicators/arms-index-trin,indicator_reference,,,,,medium,seed_source,TRIN/Arms Index 將漲跌家數與成交量結合，是經典市場寬度與短線情緒工具。
32,理查・阿姆斯,Richard W. Arms Jr.,https://www.investopedia.com/terms/a/arms.asp,source,,trin-arms-index,trin-arms-index;breadth;volume-analysis,,,,https://www.investopedia.com/terms/a/arms.asp,https://www.investopedia.com/terms/a/arms.asp,indicator_reference,,,,,medium,seed_source,TRIN/Arms Index 將漲跌家數與成交量結合，是經典市場寬度與短線情緒工具。
33,艾德溫・科波克,Edwin S. Coppock,Coppock Curve,indicator,1962,coppock-curve,coppock-curve;momentum,Edwin S. Coppock,,,https://en.wikipedia.org/wiki/Coppock_curve,Coppock Curve,web_reference,,,,,medium,no,Coppock Curve 是長期市場底部與月線動量判讀的經典工具。
33,艾德溫・科波克,Edwin S. Coppock,https://en.wikipedia.org/wiki/Coppock_curve,source,,coppock-curve,coppock-curve;momentum,,,,https://en.wikipedia.org/wiki/Coppock_curve,https://en.wikipedia.org/wiki/Coppock_curve,web_reference,,,,,medium,seed_source,Coppock Curve 是長期市場底部與月線動量判讀的經典工具。
33,艾德溫・科波克,Edwin S. Coppock,https://www.investopedia.com/articles/active-trading/031814/using-coppock-curve-generate-stock-trade-signals.asp,source,,coppock-curve,coppock-curve;momentum,,,,https://www.investopedia.com/articles/active-trading/031814/using-coppock-curve-generate-stock-trade-signals.asp,https://www.investopedia.com/articles/active-trading/031814/using-coppock-curve-generate-stock-trade-signals.asp,indicator_reference,,,,,medium,seed_source,Coppock Curve 是長期市場底部與月線動量判讀的經典工具。
33,艾德溫・科波克,Edwin S. Coppock,https://www.incrediblecharts.com/indicators/coppock_indicator.php,source,,coppock-curve,coppock-curve;momentum,,,,https://www.incrediblecharts.com/indicators/coppock_indicator.php,https://www.incrediblecharts.com/indicators/coppock_indicator.php,web_reference,,,,,medium,seed_source,Coppock Curve 是長期市場底部與月線動量判讀的經典工具。
34,湯姆・迪馬克,Tom DeMark,The New Science of Technical Analysis,book,1994,demark-indicators,demark-indicators;market_timing,Tom DeMark,,,https://demark.com/about/,The New Science of Technical Analysis,book_reference,,,,,medium,no,DeMARK 指標系列在機構交易與市場時機判斷中知名度高，官方資料稱其為 DeMARK Indicators 創作者。
34,湯姆・迪馬克,Tom DeMark,DeMARK Indicators,indicator_library,,demark-indicators,demark-indicators;market_timing,Tom DeMark,,,https://demark.com/about/,DeMARK Indicators,web_reference,,,,,medium,no,DeMARK 指標系列在機構交易與市場時機判斷中知名度高，官方資料稱其為 DeMARK Indicators 創作者。
34,湯姆・迪馬克,Tom DeMark,https://demark.com/about/,source,,demark-indicators,demark-indicators;market_timing,,,,https://demark.com/about/,https://demark.com/about/,web_reference,,,,,medium,seed_source,DeMARK 指標系列在機構交易與市場時機判斷中知名度高，官方資料稱其為 DeMARK Indicators 創作者。
34,湯姆・迪馬克,Tom DeMark,https://demark.com/demark-indicators/,source,,demark-indicators,demark-indicators;market_timing,,,,https://demark.com/demark-indicators/,https://demark.com/demark-indicators/,web_reference,,,,,medium,seed_source,DeMARK 指標系列在機構交易與市場時機判斷中知名度高，官方資料稱其為 DeMARK Indicators 創作者。
35,亞歷山大・艾爾德,Alexander Elder,Trading for a Living,book,1993,elder-ray,elder-ray;force-index;systems-trading,Alexander Elder,,,https://openlibrary.org/works/OL1940236W,Trading for a Living,book_catalog,,,/works/OL1940236W,,high,yes,Elder-Ray、Force Index 與 Triple Screen 系統將趨勢、動量、量能與交易心理結合。
35,亞歷山大・艾爾德,Alexander Elder,https://www.investopedia.com/articles/trading/03/022603.asp,source,,elder-ray,elder-ray;force-index;systems-trading,,,,https://www.investopedia.com/articles/trading/03/022603.asp,https://www.investopedia.com/articles/trading/03/022603.asp,indicator_reference,,,,,medium,seed_source,Elder-Ray、Force Index 與 Triple Screen 系統將趨勢、動量、量能與交易心理結合。
36,史蒂夫・尼森,Steve Nison,Japanese Candlestick Charting Techniques,book,1991,candlestick,candlestick;chart-patterns,Steve Nison,,,https://candlecharts.com/about-steve-nison/,Japanese Candlestick Charting Techniques,book_reference,,,,,medium,no,被其官方網站稱為把日本蠟燭圖帶入西方世界的權威，對全球 K 線教材影響極大。
36,史蒂夫・尼森,Steve Nison,https://candlecharts.com/about-steve-nison/,source,,candlestick,candlestick;chart-patterns,,,,https://candlecharts.com/about-steve-nison/,https://candlecharts.com/about-steve-nison/,web_reference,,,,,medium,seed_source,被其官方網站稱為把日本蠟燭圖帶入西方世界的權威，對全球 K 線教材影響極大。
36,史蒂夫・尼森,Steve Nison,https://openlibrary.org/books/OL1864784M/Japanese_candlestick_charting_techniques,source,,candlestick,candlestick;chart-patterns,,,,https://openlibrary.org/books/OL1864784M/Japanese_candlestick_charting_techniques,https://openlibrary.org/books/OL1864784M/Japanese_candlestick_charting_techniques,book_catalog,,,,,medium,seed_source,被其官方網站稱為把日本蠟燭圖帶入西方世界的權威，對全球 K 線教材影響極大。
36,史蒂夫・尼森,Steve Nison,https://www.amazon.com/Japanese-Candlestick-Charting-Techniques-Second/dp/0735201811,source,,candlestick,candlestick;chart-patterns,,,,https://www.amazon.com/Japanese-Candlestick-Charting-Techniques-Second/dp/0735201811,https://www.amazon.com/Japanese-Candlestick-Charting-Techniques-Second/dp/0735201811,book_catalog,,,,,medium,seed_source,被其官方網站稱為把日本蠟燭圖帶入西方世界的權威，對全球 K 線教材影響極大。
37,細田悟一,Goichi Hosoda,Ichimoku Kinko Hyo,book_series,1969,ichimoku,ichimoku;trend-following,Goichi Hosoda,,,https://www.investopedia.com/terms/i/ichimoku-cloud.asp,Ichimoku Kinko Hyo,indicator_reference,,,,,medium,no,一目均衡表創始者，將趨勢、動量、支撐阻力與時間概念整合為完整系統。
37,細田悟一,Goichi Hosoda,https://www.investopedia.com/terms/i/ichimoku-cloud.asp,source,,ichimoku,ichimoku;trend-following,,,,https://www.investopedia.com/terms/i/ichimoku-cloud.asp,https://www.investopedia.com/terms/i/ichimoku-cloud.asp,indicator_reference,,,,,medium,seed_source,一目均衡表創始者，將趨勢、動量、支撐阻力與時間概念整合為完整系統。
37,細田悟一,Goichi Hosoda,https://www.swissquote.com/en-ch/private/inspire/blog/technical-analysis/what-ichimoku-kinko-hyo-trading-method,source,,ichimoku,ichimoku;trend-following,,,,https://www.swissquote.com/en-ch/private/inspire/blog/technical-analysis/what-ichimoku-kinko-hyo-trading-method,https://www.swissquote.com/en-ch/private/inspire/blog/technical-analysis/what-ichimoku-kinko-hyo-trading-method,web_reference,,,,,medium,seed_source,一目均衡表創始者，將趨勢、動量、支撐阻力與時間概念整合為完整系統。
38,本間宗久,Munehisa Homma,Sakata Rules,historical_method,,candlestick,candlestick;price-action,Munehisa Homma,,,https://en.wikipedia.org/wiki/Munehisa_Homma,Sakata Rules,web_reference,,,,,medium,no,常被列為日本 K 線與市場心理分析源流人物；適合記錄在蠟燭圖歷史欄位。
38,本間宗久,Munehisa Homma,https://en.wikipedia.org/wiki/Munehisa_Homma,source,,candlestick,candlestick;price-action,,,,https://en.wikipedia.org/wiki/Munehisa_Homma,https://en.wikipedia.org/wiki/Munehisa_Homma,web_reference,,,,,medium,seed_source,常被列為日本 K 線與市場心理分析源流人物；適合記錄在蠟燭圖歷史欄位。
38,本間宗久,Munehisa Homma,https://www.hotcandlestick.com/candlesticks.htm,source,,candlestick,candlestick;price-action,,,,https://www.hotcandlestick.com/candlesticks.htm,https://www.hotcandlestick.com/candlesticks.htm,web_reference,,,,,medium,seed_source,常被列為日本 K 線與市場心理分析源流人物；適合記錄在蠟燭圖歷史欄位。
38,本間宗久,Munehisa Homma,https://ftmo.com/en/blog/technical-analysis-history-of-candlestick-charts/,source,,candlestick,candlestick;price-action,,,,https://ftmo.com/en/blog/technical-analysis-history-of-candlestick-charts/,https://ftmo.com/en/blog/technical-analysis-history-of-candlestick-charts/,web_reference,,,,,medium,seed_source,常被列為日本 K 線與市場心理分析源流人物；適合記錄在蠟燭圖歷史欄位。
39,湯瑪斯・布考斯基,Thomas N. Bulkowski,Encyclopedia of Chart Patterns,book,2000,chart-patterns,chart-patterns;candlestick;backtesting,Thomas N. Bulkowski,,,https://www.amazon.com/Encyclopedia-Chart-Patterns-Thomas-Bulkowski/dp/0471668265,Encyclopedia of Chart Patterns,book_catalog,,,,,high,no,以大量歷史樣本統計圖表型態與 K 線表現，是型態資料庫的重要參考人物。
39,湯瑪斯・布考斯基,Thomas N. Bulkowski,https://thepatternsite.com/,source,,chart-patterns,chart-patterns;candlestick;backtesting,,,,https://thepatternsite.com/,https://thepatternsite.com/,web_reference,,,,,medium,seed_source,以大量歷史樣本統計圖表型態與 K 線表現，是型態資料庫的重要參考人物。
39,湯瑪斯・布考斯基,Thomas N. Bulkowski,https://www.amazon.com/Encyclopedia-Chart-Patterns-Thomas-Bulkowski/dp/0471668265,source,,chart-patterns,chart-patterns;candlestick;backtesting,,,,https://www.amazon.com/Encyclopedia-Chart-Patterns-Thomas-Bulkowski/dp/0471668265,https://www.amazon.com/Encyclopedia-Chart-Patterns-Thomas-Bulkowski/dp/0471668265,book_catalog,,,,,medium,seed_source,以大量歷史樣本統計圖表型態與 K 線表現，是型態資料庫的重要參考人物。
40,路易絲・山田,Louise Yamada,Market Magic: Riding the Greatest Bull Market of the Century,book,1998,relative-strength,relative-strength;trend-following;support-resistance,Louise Yamada,,,https://cmtassociation.org/presenter/louise-yamada/,Market Magic: Riding the Greatest Bull Market of the Century,award_or_professional,,,,,high,no,前 Smith Barney/Citigroup 技術研究主管與 CMT Lifetime Achievement 得主，代表機構級技術分析。
40,路易絲・山田,Louise Yamada,https://cmtassociation.org/presenter/louise-yamada/,source,,relative-strength,relative-strength;trend-following;support-resistance,,,,https://cmtassociation.org/presenter/louise-yamada/,https://cmtassociation.org/presenter/louise-yamada/,award_or_professional,,,,,high,seed_source,前 Smith Barney/Citigroup 技術研究主管與 CMT Lifetime Achievement 得主，代表機構級技術分析。
40,路易絲・山田,Louise Yamada,https://www.lyadvisors.com/,source,,relative-strength,relative-strength;trend-following;support-resistance,,,,https://www.lyadvisors.com/,https://www.lyadvisors.com/,web_reference,,,,,medium,seed_source,前 Smith Barney/Citigroup 技術研究主管與 CMT Lifetime Achievement 得主，代表機構級技術分析。
41,拉爾夫・阿坎波拉,Ralph Acampora,The Fourth Mega-Market,book,2000,trend-following,trend-following;chart-patterns;dow-theory,Ralph Acampora; Michael D'Angelo,,,https://openlibrary.org/works/OL15830673W,"The fourth mega-market, now through 2011",book_catalog,,,/works/OL15830673W,,high,yes,被 NYIF 描述為華爾街受尊敬的技術分析師與市場歷史研究者，教育與業界影響力高。
41,拉爾夫・阿坎波拉,Ralph Acampora,https://www.nyif.com/faculties/acampora-ralph,source,,trend-following,trend-following;chart-patterns;dow-theory,,,,https://www.nyif.com/faculties/acampora-ralph,https://www.nyif.com/faculties/acampora-ralph,web_reference,,,,,medium,seed_source,被 NYIF 描述為華爾街受尊敬的技術分析師與市場歷史研究者，教育與業界影響力高。
42,羅伯特・普萊切特,Robert Prechter,Elliott Wave Principle,book,1978,elliott-wave,elliott-wave;sentiment,A. J. Frost; Robert R. Prechter; Robert R. Prechter Jr.; Robert Rougelot Prechter,,,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,Elliott wave principle,book_catalog,,,/works/OL2017557W,,high,yes,將艾略特波浪重新推廣成全球知名方法，與 A. J. Frost 合著經典教材。
42,羅伯特・普萊切特,Robert Prechter,https://en.wikipedia.org/wiki/Robert_Prechter,source,,elliott-wave,elliott-wave;sentiment,,,,https://en.wikipedia.org/wiki/Robert_Prechter,https://en.wikipedia.org/wiki/Robert_Prechter,web_reference,,,,,medium,seed_source,將艾略特波浪重新推廣成全球知名方法，與 A. J. Frost 合著經典教材。
42,羅伯特・普萊切特,Robert Prechter,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,source,,elliott-wave,elliott-wave;sentiment,,,,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,book_catalog,,,,,medium,seed_source,將艾略特波浪重新推廣成全球知名方法，與 A. J. Frost 合著經典教材。
43,A・J・佛羅斯特,A. J. Frost,Elliott Wave Principle,book,1978,elliott-wave,elliott-wave,A. J. Frost; Robert R. Prechter; Robert R. Prechter Jr.; Robert Rougelot Prechter,,,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,Elliott wave principle,book_catalog,,,/works/OL2017557W,,high,yes,與 Robert Prechter 合著《Elliott Wave Principle》，是波浪理論教材化的重要人物。
43,A・J・佛羅斯特,A. J. Frost,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,source,,elliott-wave,elliott-wave,,,,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,https://www.amazon.com/Elliott-Wave-Principle-Key-Market/dp/1616041374,book_catalog,,,,,medium,seed_source,與 Robert Prechter 合著《Elliott Wave Principle》，是波浪理論教材化的重要人物。
43,A・J・佛羅斯特,A. J. Frost,https://www.elliottwave.com/books/elliott-wave-principle/,source,,elliott-wave,elliott-wave,,,,https://www.elliottwave.com/books/elliott-wave-principle/,https://www.elliottwave.com/books/elliott-wave-principle/,web_reference,,,,,medium,seed_source,與 Robert Prechter 合著《Elliott Wave Principle》，是波浪理論教材化的重要人物。
44,格倫・尼利,Glenn Neely,Mastering Elliott Wave,book,1990,elliott-wave,elliott-wave;systems-trading,Glenn Neely; Eric Hall,,,https://www.amazon.com/Mastering-Elliott-Wave-Glenn-Neely/dp/0930233441,Mastering Elliott wave,book_catalog,,,/works/OL2476876W,,high,yes,嘗試把艾略特波浪規則化與更嚴格分類，適合記錄於波浪理論研究分支。
44,格倫・尼利,Glenn Neely,https://www.amazon.com/Mastering-Elliott-Wave-Glenn-Neely/dp/0930233441,source,,elliott-wave,elliott-wave;systems-trading,,,,https://www.amazon.com/Mastering-Elliott-Wave-Glenn-Neely/dp/0930233441,https://www.amazon.com/Mastering-Elliott-Wave-Glenn-Neely/dp/0930233441,book_catalog,,,,,medium,seed_source,嘗試把艾略特波浪規則化與更嚴格分類，適合記錄於波浪理論研究分支。
44,格倫・尼利,Glenn Neely,https://www.neowave.com/product-book.asp,source,,elliott-wave,elliott-wave;systems-trading,,,,https://www.neowave.com/product-book.asp,https://www.neowave.com/product-book.asp,web_reference,,,,,medium,seed_source,嘗試把艾略特波浪規則化與更嚴格分類，適合記錄於波浪理論研究分支。
44,格倫・尼利,Glenn Neely,https://glennneely.com/,source,,elliott-wave,elliott-wave;systems-trading,,,,https://glennneely.com/,https://glennneely.com/,web_reference,,,,,medium,seed_source,嘗試把艾略特波浪規則化與更嚴格分類，適合記錄於波浪理論研究分支。
